block	species	chr	chr_beg	chr_end	orientation
293	CP021144	1	4440376	4445678	-
293	CP032523	1	2654984	2660286	-
293	CP026840	1	3084251	3089565	+
293	CP034067	1	592694	597998	+
293	HE616528	1	456536	461838	-
293	CP032513	1	402206	407520	-
293	CP026831	1	3358276	3363545	+
293	CP026827	1	2588672	2593986	-
293	CP045524	1	2230751	2236055	+
293	CP012137	1	392883	398196	-
293	CP026877	1	4591830	4597142	-
293	CP026828	1	4350296	4355610	+
293	CP045784	1	848526	853840	-
293	CP022457	1	2477029	2482333	-
293	CP026766	1	3587495	3592802	-
293	CP026825	1	1960530	1965841	+
293	CP034935	1	1638189	1643503	+
293	CP045941	1	3673217	3678531	+
293	CP026834	1	3863059	3868373	-
293	LR213458	1	1452700	1458004	-
293	CP011511	1	361964	367278	-
293	CP026845	1	1699331	1704641	+
293	LM651928	1	392887	398201	-
293	CP007037	1	385106	390420	-
293	CP026762	1	27631	32945	-
293	CP023645	1	3372178	3377482	+
293	CP000038	1	447534	452838	-
293	CP022459	1	2389671	2394975	+
293	CP026776	1	1915592	1920906	+
293	CP000034	1	282187	287510	+
293	CP049281	1	917854	923168	-
293	CP022455	1	4274187	4279491	-
293	AE014073	1	393638	398952	-
293	CP044158	1	649603	654917	-
293	CP026846	1	1409166	1414480	-
293	CP004056	1	374675	379989	-
293	CP026098	1	3794139	3799453	+
293	CP001383	1	411701	417015	-
293	CP026765	1	712438	717752	-
293	CP037997	1	1787388	1792692	-
293	CP026805	1	3984761	3990075	-
293	CP049163	1	1469093	1474397	+
293	CP014768	1	1207948	1213212	-
293	CP012140	1	413353	418667	-
293	CP026814	1	2852458	2857772	-
293	CP026878	1	2307849	2313160	-
293	CP026768	1	2030630	2035944	+
293	CP020753	1	390418	395732	-
293	CP020342	1	4596644	4601958	+
293	CP026788	1	1942441	1947755	+
293	CP001063	1	352787	358101	-
293	CP026731	1	4140959	4146273	+
293	CP026786	1	1362457	1367771	-
293	CP026803	1	2942601	2947915	+
293	CP027027	1	2001754	2007068	+
293	CP026780	1	127514	132827	+
293	CP026774	1	1600807	1606121	-
293	CP026777	1	2473721	2479035	+
292	CP055292	1	763578	766263	+
292	CP034931	1	622986	625671	-
292	CP044152	1	1470045	1472730	+
292	CP060117	1	1430881	1433566	-
292	CP026810	1	3132842	3135527	+
292	CP026797	1	4246074	4248759	-
292	CP058589	1	447986	450671	-
292	CP045526	1	4185045	4187730	-
292	LR213452	1	3369302	3371987	+
292	CP026792	1	3709919	3712604	+
292	CP049167	1	4218324	4221009	+
292	CP049169	1	152185	154870	+
292	LR213455	1	3579971	3582655	+
292	CP024466	1	217603	220288	+
292	CP026793	1	3008126	3010811	-
292	CP049171	1	2886950	2889635	-
292	CP045932	1	3372671	3375356	+
292	CP049185	1	4311566	4314251	-
292	CP054913	1	1704709	1707394	-
292	CP049175	1	1160065	1162750	+
292	CP019689	1	3158446	3161131	-
292	CP049177	1	898362	901047	-
292	CP044155	1	3248284	3250969	-
292	CP049179	1	250945	253630	+
292	CP049285	1	980880	983565	-
292	CP049606	1	947063	949748	-
292	CP006736	1	272968	275653	+
292	CP020086	1	3986962	3989647	+
292	CP020339	1	4347425	4350110	-
292	CP026842	1	572437	575119	-
292	CP000266	1	437320	440005	-
292	CP026836	1	2349283	2351967	+
292	CP004057	1	399128	401813	-
292	CP041513	1	3214398	3217083	-
292	CP010829	1	458852	461537	-
292	CP026795	1	3011239	3013924	+
292	CP053751	1	1421965	1424650	-
292	CP041511	1	1541537	1544222	-
292	CP037996	1	1726006	1728691	-
292	CP041322	1	2124424	2127109	-
292	CP026782	1	2475652	2478337	+
292	CP049278	1	1308060	1310745	-
292	CP034060	1	3825260	3827945	+
292	CP049173	1	2483245	2485930	+
292	CP026832	1	1063771	1066453	+
292	CP000036	1	353417	356102	-
292	CP045522	1	1117613	1120297	-
292	CP049165	1	2247996	2250681	+
292	CP044151	1	4189767	4192452	-
292	CP014099	2	2390947	2393632	+
292	CP035008	1	3345649	3348334	+
292	CP046286	1	3608499	3611184	-
292	CP026799	1	3227522	3230207	+
292	CP042980	1	374223	376908	-
292	CP020336	1	517126	519811	-
292	AE005674	2	399669	402354	-
292	CP026839	1	3414375	3417027	+
292	CP024473	1	2354007	2356692	-
292	CP022672	1	1188905	1191590	-
292	CP026811	1	1640310	1642995	-
292	CP026824	1	1151043	1153727	-
292	CP037923	1	2779427	2782112	+
292	CP026784	1	3964433	3967118	-
292	CP026802	1	2542005	2544690	+
292	CP033510	1	3348171	3350856	-
292	CP012735	1	4578620	4581305	+
292	CP041620	1	1578892	1581577	+
292	CP021144	1	4449609	4452294	-
292	CP032523	1	2662083	2664768	-
292	CP026840	1	3078599	3081281	+
292	CP034067	1	586080	588765	+
292	HE616528	1	463635	466320	-
292	CP032513	1	408038	410722	-
292	CP026831	1	3355061	3357746	+
292	CP026827	1	2594504	2597189	-
292	CP045524	1	2224138	2226823	+
292	CP012137	1	398714	401399	-
292	CP026877	1	4597672	4600356	-
292	CP026828	1	4344646	4347326	+
292	CP045784	1	856809	859492	-
292	CP022457	1	2486262	2488947	-
292	CP026766	1	3594096	3596781	-
292	CP026825	1	1954879	1957561	+
292	CP034935	1	1631018	1633700	+
292	CP045941	1	3670015	3672699	+
292	CP026834	1	3871342	3874025	-
292	LR213458	1	1459799	1462484	-
292	CP011511	1	367796	370482	-
292	CP026845	1	1696116	1698801	+
292	LM651928	1	398719	401404	-
292	CP007037	1	390938	393623	-
292	CP026762	1	33463	36148	-
292	CP023645	1	3365564	3368249	+
292	CP000038	1	456767	459452	-
292	CP022459	1	2383058	2385743	+
292	CP026776	1	1912389	1915074	+
292	CP000034	1	278197	280882	+
292	CP049281	1	923686	926371	-
292	CP022455	1	4281286	4283971	-
292	AE014073	1	399470	402155	-
292	CP044158	1	655435	658120	-
292	CP026846	1	1415010	1417695	-
292	CP004056	1	380507	383192	-
292	CP026098	1	3790937	3793621	+
292	CP001383	1	417533	420218	-
292	CP026765	1	718270	720955	-
292	CP037997	1	1794510	1797173	-
292	CP026805	1	3994564	3997247	-
292	CP049163	1	1464611	1467296	+
292	CP014768	1	1213742	1216427	-
292	CP012140	1	419185	421870	-
292	CP026814	1	2858290	2860975	-
292	CP026878	1	2314464	2317149	-
292	CP026768	1	2027427	2030112	+
292	CP020753	1	396250	398935	-
292	CP020342	1	4593441	4596126	+
292	CP026788	1	1939238	1941923	+
292	CP001063	1	358619	361304	-
292	CP026731	1	4137756	4140441	+
292	CP026786	1	1369075	1371760	-
292	CP026803	1	2939398	2942083	+
292	CP027027	1	1998539	2001224	+
292	CP026780	1	123526	126211	+
292	CP026774	1	1607425	1610110	-
292	CP026777	1	2469733	2472418	+
291	CP055292	1	757171	763042	+
291	CP034931	1	626199	632070	-
291	CP044152	1	1463646	1469517	+
291	CP060117	1	1434102	1439971	-
291	CP026810	1	3126443	3132314	+
291	CP026797	1	4249295	4256598	-
291	CP058589	1	451199	457070	-
291	CP045526	1	4188266	4194135	-
291	LR213452	1	3362903	3368775	+
291	CP026792	1	3703520	3709392	+
291	CP049167	1	4211918	4217788	+
291	CP049169	1	145779	151649	+
291	LR213455	1	3573571	3579443	+
291	CP024466	1	307480	313340	-
291	CP026793	1	3011339	3017211	-
291	CP049171	1	2890171	2896040	-
291	CP045932	1	3366265	3372135	+
291	CP049185	1	4314787	4320656	-
291	CP054913	1	1707922	1713793	-
291	CP049175	1	1153659	1159529	+
291	CP019689	1	3161667	3167536	-
291	CP049177	1	901583	907452	-
291	CP044155	1	3251497	3257368	-
291	CP049179	1	244539	250409	+
291	CP049285	1	984101	991414	-
291	CP049606	1	950276	956147	-
291	CP006736	1	360174	365970	-
291	CP020086	1	3980562	3986434	+
291	CP020339	1	4350638	4356509	-
291	CP026842	1	575655	582963	-
291	CP000266	1	440533	446404	-
291	CP026836	1	2342875	2348747	+
291	CP004057	1	402341	408212	-
291	CP041513	1	3217619	3224925	-
291	CP010829	1	462073	467942	-
291	CP026795	1	3003484	3010703	+
291	CP053751	1	1425186	1431055	-
291	CP041511	1	1544758	1550627	-
291	CP037996	1	1729227	1735096	-
291	CP041322	1	2127645	2133514	-
291	CP026782	1	2565234	2571095	-
291	CP049278	1	1311281	1317151	-
291	CP034060	1	3818861	3824733	+
291	CP049173	1	2476839	2482709	+
291	CP026832	1	1055923	1063235	+
291	CP000036	1	356638	363951	-
291	CP045522	1	1120833	1126704	-
291	CP049165	1	2241590	2247460	+
291	CP044151	1	4192988	4198857	-
291	CP014099	2	2384541	2390411	+
291	CP035008	1	3339243	3345113	+
291	CP046286	1	3611720	3617589	-
291	CP026799	1	3221122	3226994	+
291	CP042980	1	377436	383307	-
291	CP020336	1	520339	526210	-
291	AE005674	2	402882	408753	-
291	CP026839	1	3406516	3413839	+
291	CP024473	1	2357219	2363090	-
291	CP022672	1	1192903	1198772	-
291	CP026811	1	1643531	1649401	-
291	CP026824	1	1154263	1160130	-
291	CP037923	1	2773027	2778899	+
291	CP026784	1	3872481	3878341	+
291	CP026802	1	2535599	2541469	+
291	CP033510	1	3351384	3357255	-
291	CP012735	1	4572220	4578092	+
291	CP041620	1	1572485	1578356	+
291	CP021144	1	4452830	4458699	-
291	CP032523	1	2665304	2671173	-
291	CP026840	1	3070749	3078063	+
291	CP034067	1	579674	585544	+
291	HE616528	1	466856	472725	-
291	CP032513	1	411258	417129	-
291	CP026831	1	3348654	3354525	+
291	CP026827	1	2597725	2603595	-
291	CP045524	1	2217732	2223602	+
291	CP012137	1	401927	407798	-
291	CP026877	1	4600892	4606762	-
291	CP026828	1	4336796	4344110	+
291	CP045784	1	860028	867341	-
291	CP022457	1	2489483	2495352	-
291	CP026766	1	3597317	3604627	-
291	CP026825	1	1947033	1954343	+
291	CP034935	1	1623168	1630482	+
291	CP045941	1	3663615	3669487	+
291	CP026834	1	3874561	3881874	-
291	LR213458	1	1463020	1468889	-
291	CP011511	1	371018	378331	-
291	CP026845	1	1689710	1695580	+
291	LM651928	1	401932	407803	-
291	CP007037	1	394151	400021	-
291	CP026762	1	36684	43990	-
291	CP023645	1	3359158	3365028	+
291	CP000038	1	459988	465857	-
291	CP022459	1	2376653	2382522	+
291	CP026776	1	1905992	1911862	+
291	CP000034	1	368080	373940	-
291	CP049281	1	926907	934213	-
291	CP022455	1	4284507	4290376	-
291	AE014073	1	402683	408554	-
291	CP044158	1	658648	664519	-
291	CP026846	1	1418231	1424098	-
291	CP004056	1	383720	389591	-
291	CP026098	1	3784529	3790401	+
291	CP001383	1	420746	426617	-
291	CP026765	1	721482	727353	-
291	CP037997	1	1797709	1803578	-
291	CP026805	1	3997783	4005096	-
291	CP049163	1	1458205	1464075	+
291	CP014768	1	1216963	1222833	-
291	CP012140	1	422398	428269	-
291	CP026814	1	2861511	2868817	-
291	CP026878	1	2221421	2227282	+
291	CP026768	1	2021028	2026900	+
291	CP020753	1	399462	405333	-
291	CP020342	1	4587041	4592913	+
291	CP026788	1	1932838	1938710	+
291	CP001063	1	361840	369146	-
291	CP026731	1	4129906	4137220	+
291	CP026786	1	1275247	1281108	+
291	CP026803	1	2932991	2938862	+
291	CP027027	1	1992133	1998003	+
291	CP026780	1	213401	219260	-
291	CP026774	1	1501902	1507763	+
291	CP026777	1	2558658	2564515	-
290	CP055292	1	755682	757170	+
290	CP034931	1	632072	633560	-
290	CP044152	1	1462156	1463645	+
290	CP060117	1	1439973	1441461	-
290	CP026810	1	3124953	3126442	+
290	CP026797	1	4256600	4258088	-
290	CP058589	1	457072	458560	-
290	CP045526	1	4194137	4195625	-
290	LR213452	1	3361413	3362902	+
290	CP026792	1	3702030	3703519	+
290	CP049167	1	4210428	4211917	+
290	CP049169	1	144289	145778	+
290	LR213455	1	3572081	3573570	+
290	CP024466	1	313342	314830	-
290	CP026793	1	3017213	3018701	-
290	CP049171	1	2896042	2897530	-
290	CP045932	1	3364775	3366264	+
290	CP049185	1	4320658	4322146	-
290	CP054913	1	1713795	1715283	-
290	CP049175	1	1152169	1153658	+
290	CP019689	1	3167538	3169026	-
290	CP049177	1	907454	908942	-
290	CP044155	1	3257370	3258858	-
290	CP049179	1	243049	244538	+
290	CP049285	1	991416	992904	-
290	CP049606	1	956149	957637	-
290	CP006736	1	365972	367460	-
290	CP020086	1	3979072	3980561	+
290	CP020339	1	4356511	4357999	-
290	CP026842	1	582965	584451	-
290	CP000266	1	446406	447894	-
290	CP026836	1	2341457	2342874	+
290	CP004057	1	408214	409702	-
290	CP041513	1	3224927	3226415	-
290	CP010829	1	467944	469432	-
290	CP026795	1	3001994	3003483	+
290	CP053751	1	1431057	1432545	-
290	CP041511	1	1550629	1552117	-
290	CP037996	1	1735098	1736586	-
290	CP041322	1	2133516	2135004	-
290	CP026782	1	2571097	2572585	-
290	CP049278	1	1317153	1318641	-
290	CP034060	1	3817371	3818860	+
290	CP049173	1	2475349	2476838	+
290	CP026832	1	1054434	1055922	+
290	CP000036	1	363953	365441	-
290	CP045522	1	1126706	1128194	-
290	CP049165	1	2240100	2241589	+
290	CP044151	1	4198859	4200347	-
290	CP014099	2	2383051	2384540	+
290	CP035008	1	3337753	3339242	+
290	CP046286	1	3617591	3619079	-
290	CP026799	1	3219632	3221121	+
290	CP042980	1	383309	384797	-
290	CP020336	1	526212	527700	-
290	AE005674	2	408755	410243	-
290	CP026839	1	3459882	3461318	-
290	CP024473	1	2363092	2364580	-
290	CP022672	1	1198774	1200262	-
290	CP026811	1	1649403	1650891	-
290	CP026824	1	1160132	1161545	-
290	CP037923	1	2771537	2773026	+
290	CP026784	1	3870991	3872480	+
290	CP026802	1	2534109	2535598	+
290	CP033510	1	3357257	3358745	-
290	CP012735	1	4570730	4572219	+
290	CP041620	1	1570995	1572484	+
290	CP021144	1	4458701	4460189	-
290	CP032523	1	2671175	2672663	-
290	CP026840	1	3069260	3070748	+
290	CP034067	1	578184	579673	+
290	HE616528	1	472727	474215	-
290	CP032513	1	417131	418619	-
290	CP026831	1	3347164	3348653	+
290	CP026827	1	2603597	2605085	-
290	CP045524	1	2216242	2217731	+
290	CP012137	1	407800	409288	-
290	CP026877	1	4606764	4608252	-
290	CP026828	1	4335307	4336795	+
290	CP045784	1	867343	868830	-
290	CP022457	1	2495354	2496842	-
290	CP026766	1	3604629	3606117	-
290	CP026825	1	1945545	1947032	+
290	CP034935	1	1621674	1623167	+
290	CP045941	1	3662125	3663614	+
290	CP026834	1	3881876	3883363	-
290	LR213458	1	1468891	1470379	-
290	CP011511	1	378333	379821	-
290	CP026845	1	1688220	1689709	+
290	LM651928	1	407805	409293	-
290	CP007037	1	400023	401511	-
290	CP026762	1	43992	45480	-
290	CP023645	1	3357668	3359157	+
290	CP000038	1	465859	467347	-
290	CP022459	1	2375163	2376652	+
290	CP026776	1	1904502	1905991	+
290	CP000034	1	373942	375430	-
290	CP049281	1	934215	935703	-
290	CP022455	1	4290378	4291866	-
290	AE014073	1	408556	410044	-
290	CP044158	1	664521	666009	-
290	CP026846	1	1424100	1425588	-
290	CP004056	1	389593	391081	-
290	CP026098	1	3783039	3784528	+
290	CP001383	1	426619	428107	-
290	CP026765	1	727355	728843	-
290	CP037997	1	1803580	1805068	-
290	CP026805	1	4005098	4006591	-
290	CP049163	1	1456715	1458204	+
290	CP014768	1	1222835	1224323	-
290	CP012140	1	428271	429759	-
290	CP026814	1	2868819	2870307	-
290	CP026878	1	2219931	2221420	+
290	CP026768	1	2019538	2021027	+
290	CP020753	1	405335	406823	-
290	CP020342	1	4585551	4587040	+
290	CP026788	1	1931348	1932837	+
290	CP001063	1	369148	370636	-
290	CP026731	1	4128416	4129905	+
290	CP026786	1	1273757	1275246	+
290	CP026803	1	2931487	2932990	+
290	CP027027	1	1990715	1992132	+
290	CP026780	1	219262	220750	-
290	CP026774	1	1500412	1501901	+
290	CP026777	1	2564517	2566005	-
289	CP055292	1	750043	751932	+
289	CP034931	1	638749	640638	-
289	CP044152	1	1455079	1456968	+
289	CP060117	1	1446545	1448433	-
289	CP026810	1	3117102	3118990	+
289	CP026797	1	4264612	4266501	-
289	CP058589	1	463746	465635	-
289	CP045526	1	4199374	4201263	-
289	LR213452	1	3354336	3356225	+
289	CP026792	1	3694953	3696842	+
289	CP049167	1	4204792	4206680	+
289	CP049169	1	138653	140541	+
289	LR213455	1	3565004	3566893	+
289	CP024466	1	392675	394564	+
289	CP026793	1	3023890	3025779	-
289	CP049171	1	2901279	2903167	-
289	CP045932	1	3359139	3361027	+
289	CP049185	1	4325895	4327783	-
289	CP054913	1	1720472	1722361	-
289	CP049175	1	1146533	1148421	+
289	CP019689	1	3172775	3174663	-
289	CP049177	1	912691	914579	-
289	CP044155	1	3264047	3265936	-
289	CP049179	1	237413	239301	+
289	CP049285	1	999689	1001565	-
289	CP049606	1	963603	965492	-
289	CP006736	1	444551	446440	+
289	CP020086	1	3971995	3973884	+
289	CP020339	1	4363187	4365076	-
289	CP026842	1	592238	594126	-
289	CP000266	1	453083	454972	-
289	CP026836	1	2325879	2327768	+
289	CP004057	1	414891	416780	-
289	CP041513	1	3232940	3234829	-
289	CP010829	1	473181	475069	-
289	CP026795	1	2993581	2995470	+
289	CP053751	1	1436294	1438182	-
289	CP041511	1	1557201	1559089	-
289	CP037996	1	1741770	1743659	-
289	CP041322	1	2138753	2140625	-
289	CP026782	1	2650727	2652617	+
289	CP049278	1	1330353	1332241	-
289	CP034060	1	3810294	3812183	+
289	CP049173	1	2469713	2471601	+
289	CP026832	1	1044754	1046643	+
289	CP000036	1	372225	374101	-
289	CP045522	1	1134719	1136608	-
289	CP049165	1	2234464	2236352	+
289	CP044151	1	4204096	4205984	-
289	CP014099	2	2377415	2379303	+
289	CP035008	1	3332117	3334005	+
289	CP046286	1	3622828	3624716	-
289	CP026799	1	3212555	3214444	+
289	CP042980	1	389986	391875	-
289	CP020336	1	532889	534778	-
289	AE005674	2	415432	417321	-
289	CP026839	1	3478965	3480854	-
289	CP024473	1	2369769	2371658	-
289	CP022672	1	1204011	1205899	-
289	CP026811	1	1659114	1660990	-
289	CP026824	1	1179800	1181689	-
289	CP037923	1	2764461	2766350	+
289	CP026784	1	3790962	3792851	-
289	CP026802	1	2528473	2530361	+
289	CP033510	1	3363934	3365823	-
289	CP012735	1	4563653	4565542	+
289	CP041620	1	1565355	1567245	+
289	CP021144	1	4463938	4465826	-
289	CP032523	1	2676412	2678300	-
289	CP026840	1	3059579	3061468	+
289	CP034067	1	572548	574436	+
289	HE616528	1	477964	479852	-
289	CP032513	1	423808	425697	-
289	CP026831	1	3341581	3343414	+
289	CP026827	1	2608836	2610725	-
289	CP045524	1	2210606	2212494	+
289	CP012137	1	414477	416366	-
289	CP026877	1	4619956	4621842	-
289	CP026828	1	4325627	4327516	+
289	CP045784	1	876622	878511	-
289	CP022457	1	2500591	2502479	-
289	CP026766	1	3611907	3613783	-
289	CP026825	1	1935865	1937754	+
289	CP034935	1	1611999	1613888	+
289	CP045941	1	3655048	3656937	+
289	CP026834	1	3891154	3893043	-
289	LR213458	1	1474128	1476016	-
289	CP011511	1	386606	388482	-
289	CP026845	1	1681145	1683033	+
289	LM651928	1	414482	416371	-
289	CP007037	1	406700	408589	-
289	CP026762	1	52005	53894	-
289	CP023645	1	3352032	3353920	+
289	CP000038	1	471096	472984	-
289	CP022459	1	2369527	2371415	+
289	CP026776	1	1897425	1899314	+
289	CP000034	1	452555	454444	+
289	CP049281	1	942228	944117	-
289	CP022455	1	4295615	4297503	-
289	AE014073	1	415233	417122	-
289	CP044158	1	671197	673086	-
289	CP026846	1	1437299	1439187	-
289	CP004056	1	396270	398159	-
289	CP026098	1	3775962	3777851	+
289	CP001383	1	433296	435185	-
289	CP026765	1	734032	735921	-
289	CP037997	1	1808817	1810705	-
289	CP026805	1	4014375	4016264	-
289	CP049163	1	1451079	1452967	+
289	CP014768	1	1228074	1229963	-
289	CP012140	1	434948	436837	-
289	CP026814	1	2876832	2878721	-
289	CP026878	1	2139910	2141799	-
289	CP026768	1	2012461	2014350	+
289	CP020753	1	412012	413901	-
289	CP020342	1	4578474	4580363	+
289	CP026788	1	1924271	1926160	+
289	CP001063	1	377159	379048	-
289	CP026731	1	4119757	4121632	+
289	CP026786	1	1196865	1198754	-
289	CP026803	1	2923114	2925004	+
289	CP027027	1	1970494	1972383	+
289	CP026780	1	298879	300768	+
289	CP026774	1	1420385	1422274	-
289	CP026777	1	2644590	2646479	+
288	CP055292	1	746710	749970	+
288	CP034931	1	640710	643971	-
288	CP044152	1	1451745	1455006	+
288	CP060117	1	1448505	1451766	-
288	CP026810	1	3113769	3117029	+
288	CP026797	1	4266573	4269819	-
288	CP058589	1	465707	468967	-
288	CP045526	1	4201335	4204596	-
288	LR213452	1	3351003	3354263	+
288	CP026792	1	3691620	3694880	+
288	CP049167	1	4201459	4204719	+
288	CP049169	1	135320	138580	+
288	LR213455	1	3561671	3564931	+
288	CP024466	1	389342	392602	+
288	CP026793	1	3025851	3029112	-
288	CP049171	1	2903239	2906500	-
288	CP045932	1	3355806	3359066	+
288	CP049185	1	4327855	4331116	-
288	CP054913	1	1722433	1725694	-
288	CP049175	1	1143200	1146460	+
288	CP019689	1	3174735	3177996	-
288	CP049177	1	914651	917912	-
288	CP044155	1	3266008	3269269	-
288	CP049179	1	234080	237340	+
288	CP049285	1	1001637	1004898	-
288	CP049606	1	965564	968825	-
288	CP006736	1	441218	444478	+
288	CP020086	1	3968662	3971922	+
288	CP020339	1	4365148	4368409	-
288	CP026842	1	594198	597458	-
288	CP000266	1	455044	458305	-
288	CP026836	1	2322546	2325806	+
288	CP004057	1	416852	420113	-
288	CP041513	1	3234901	3238162	-
288	CP010829	1	475141	478402	-
288	CP026795	1	2990248	2993508	+
288	CP053751	1	1438254	1441515	-
288	CP041511	1	1559161	1562422	-
288	CP037996	1	1743731	1746992	-
288	CP041322	1	2140713	2143974	-
288	CP026782	1	2647394	2650654	+
288	CP049278	1	1332313	1335574	-
288	CP034060	1	3806961	3810221	+
288	CP049173	1	2466380	2469640	+
288	CP026832	1	1041422	1044681	+
288	CP000036	1	374173	377434	-
288	CP045522	1	1136680	1139941	-
288	CP049165	1	2231131	2234391	+
288	CP044151	1	4206056	4209317	-
288	CP014099	2	2374082	2377342	+
288	CP035008	1	3328784	3332044	+
288	CP046286	1	3624788	3628049	-
288	CP026799	1	3209222	3212482	+
288	CP042980	1	391947	395208	-
288	CP020336	1	534850	538111	-
288	AE005674	2	417393	420654	-
288	CP026839	1	3480926	3484187	-
288	CP024473	1	2371730	2374991	-
288	CP022672	1	1205971	1209232	-
288	CP026811	1	1661062	1664323	-
288	CP026824	1	1181761	1185018	-
288	CP037923	1	2761128	2764388	+
288	CP026784	1	3792923	3796184	-
288	CP026802	1	2525140	2528400	+
288	CP033510	1	3365895	3369156	-
288	CP012735	1	4560320	4563580	+
288	CP041620	1	1562022	1565282	+
288	CP021144	1	4465898	4469159	-
288	CP032523	1	2678372	2681633	-
288	CP026840	1	3056246	3059506	+
288	CP034067	1	569215	572475	+
288	HE616528	1	479924	483185	-
288	CP032513	1	425769	429030	-
